"","lnLik","lambda.0A","lambda.1A","lambda.0B","lambda.1B","mu.0A","mu.1A","mu.0B","mu.1B","q1A0A","q0B0A","q1B0A","q0A1A","q0B1A","q1B1A","q0A0B","q1A0B","q1B0B","q0A1B","q1A1B","q0A1B"
"1",1989.27353569454,0.0135990754966106,0.0825622479097512,0.0617148143138201,0.40003659413568,8.07716323535648e-11,1.70173476355854e-10,1.28895595781598e-10,0.0209086882454011,0.0274556868185855,0.0399026501953812,0,0.00325777943209553,0,2.08677306817823e-09,0.00233579726596493,0,0.904387364565707,0,0.011646286150147,0.00119164236931841
"2",1989.90498081964,0.0138505534125361,0.0750299846208895,0.0651163477318473,0.374728775114608,7.61953799431925e-07,4.8134106762305e-05,5.44443435046547e-06,0.0180970379126824,0.0289670301821064,0.0426370740269532,0,0.00342157548850819,0,0.000699416163682028,0.00247232667730597,0,0.857293316302371,0,0.0126962807092514,0.00113555593353124
"3",1990.44000959108,0.0147230160354913,0.0871128420840882,0.0667724836311912,0.345084610638765,6.64826950852513e-06,3.14541136805549e-06,6.98377592635296e-05,0.0189785614500805,0.0315751553338608,0.0418831373031013,0,0.00337649265092807,0,0.00106560252200323,0.00240075744897113,0,0.976525854966673,0,0.0130532481062311,0.00106263699090144
"4",1990.49996296435,0.0149103695630571,0.0848756366733335,0.0618324824986919,0.381615071880576,1.61435308361326e-05,2.65202616501553e-06,5.06943087148826e-05,0.0207536919325733,0.0344548319946123,0.0436816326345873,0,0.00296806738417909,0,0.000671416391499371,0.00221599620061087,0,0.93150199919223,0,0.0130480476066764,0.00095903272408133
"5",1990.95934947883,0.0128535592726532,0.0677726831806056,0.0597916714472717,0.341869764460281,7.12219522694135e-07,7.00668112738816e-05,1.63299233371313e-05,0.0189230074877315,0.0285363107882304,0.0408552089631454,0,0.003633875967631,0,0.00115864600993831,0.00218151788166745,0,0.84248047277811,0,0.0117449444100863,0.00112269090329461
"6",1990.74927688047,0.0130092630711474,0.075587249303183,0.0592291329665892,0.381370115450818,5.51966439275674e-07,5.13082919048976e-05,2.06979721538695e-05,0.018289934071525,0.0337058521943689,0.0438728767677757,0,0.00388099492693503,0,8.64759792493002e-05,0.00257663770634735,0,0.783892791614763,0,0.0127790044615312,0.00111893326995832
"7",1990.44283928703,0.0129637618162471,0.0813546496428849,0.0638603109883731,0.417734162331357,1.17053172206503e-05,1.83864153224921e-05,1.59085126817946e-05,0.0207092374201141,0.0313597701941523,0.0386973182907256,0,0.00318468055434995,0,0.000439583024002727,0.00226663100113325,0,0.779576006839197,0,0.0137461190071608,0.0012450840383236
"8",1990.92655423927,0.014076931445326,0.086915048059179,0.0667988922582764,0.430933526914554,1.19958709495429e-05,8.43386247346483e-05,7.41144071888137e-05,0.0247386300311359,0.03155356955373,0.0373639473542222,0,0.00380373417897729,0,0.0006172491083911,0.00280564110216704,0,0.851309173885107,0,0.0113270720659179,0.000990154744187619
"9",1990.92887521922,0.0150618440699916,0.0823344317215815,0.0608392277104323,0.429854474369527,6.03055765051703e-06,8.53952217059283e-05,3.24215249647541e-05,0.0256659894444231,0.0342891096075335,0.039553371072586,0,0.00323263451519888,0,0.000890817651941665,0.00259876196185576,0,0.758473029494168,0,0.0139419290192192,0.00119170226216712
"10",1990.66348059928,0.0132547191003054,0.0847495795825801,0.053894042683495,0.309488600794368,1.52002546066234e-05,2.10196784975149e-05,5.10391601916128e-05,0.0200750591607821,0.0290233044367506,0.0364403377724668,0,0.00384901268128566,0,0.000317229038855659,0.00303764447888542,0,0.854646117398518,0,0.0135322766729676,0.000891543620626412
"11",1990.73215951432,0.015361998554437,0.0851992883450512,0.0725411908782067,0.40823868282586,1.40766934762814e-05,1.14924533379695e-05,2.70601659997735e-05,0.0213983414467998,0.0242124967276698,0.0472231618364273,0,0.00266446586165322,0,0.000688709546188615,0.0019271870719289,0,0.976127937211809,0,0.013377963449837,0.00114634235136109
"12",1991.08169745429,0.0169112176937717,0.0878591468446802,0.0589149715667413,0.413157943476206,5.54551521216614e-06,5.9304991345318e-06,4.54111251248237e-05,0.0261740077423434,0.0262133350980992,0.0378257114876167,0,0.00451725722119788,0,0.000761869081320609,0.00222244672444162,0,0.880569589513167,0,0.0146416283248283,0.00132058007381908
"13",1990.40698768742,0.012826385933342,0.0773551339429847,0.0689435886222833,0.456737737790669,1.12677859828835e-05,1.55916867681856e-05,2.88670578514961e-05,0.0161397468185685,0.0269397369794901,0.0493938296583062,0,0.00382326780051372,0,0.000756347306030481,0.00191681183242778,0,1.03838961056087,0,0.0110251127836042,0.000989985453458729
"14",1990.72093874414,0.0108154077528572,0.0823649877144731,0.0627287071392247,0.359919801440488,1.57212500732689e-06,0.000105495804611577,1.79781170641849e-05,0.0220681189937117,0.0282944434437953,0.047007508575056,0,0.00350732964051164,0,0.000217560713128449,0.00185930651077907,0,0.942301166193773,0,0.0122581901137949,0.00135196495287075
"15",1990.70365075874,0.0147033013384304,0.0762426177324385,0.0593644996891262,0.360694243608027,2.58425821400502e-05,9.97809242252933e-05,2.25318372011565e-06,0.0169622360386962,0.0317974604831383,0.0397153987187724,0,0.00483016028828658,0,0.0013827263035932,0.00177028345407589,0,0.84631117274734,0,0.0146056517072992,0.00150174328350059
"16",1990.50411345888,0.0101883859403722,0.0861951466433842,0.0586313542175601,0.409760160316546,5.44948776609917e-06,3.71621682484865e-05,5.64726413323514e-05,0.027330245521369,0.0316662474183831,0.0363531030589467,0,0.00391143873583348,0,0.0022063261933415,0.00296399868238033,0,0.776787857318511,0,0.0133965828589085,0.0017407201091876
"17",1990.95890629353,0.0150279971605077,0.0737563979086848,0.072484780812199,0.332872069894924,4.3711523190713e-05,0.000161096272028656,3.32939023686174e-05,0.0195135176679766,0.0333657769647583,0.0530098570011853,0,0.00372378932086592,0,0.00316880547685803,0.00172874426141087,0,0.850534969929609,0,0.012083296031887,0.00150250588292299
"18",1990.86951986168,0.0116552659386141,0.087133078848474,0.056678233798435,0.341250387543565,5.0293288562548e-05,9.57413429647111e-05,1.52258970208395e-05,0.0123319894210344,0.0319219960388857,0.0392678564859272,0,0.00323823080089958,0,0.0054828975105549,0.00244290342272731,0,1.02820110512721,0,0.0122796734509475,0.00112367818601875
"19",1991.18905478672,0.0154800962078098,0.0942296004903701,0.0623636535431682,0.396273696403681,0.000116085337114288,0.00032865469137452,6.73387723901277e-05,0.0225894125847419,0.0319985105244318,0.0410339031858653,0,0.00258709849845692,0,0.00944001417548209,0.00321489672569693,0,1.09601120393056,0,0.0123778972588041,0.00151968629475019
"20",1990.99700375193,0.0164020206015076,0.0822966871795613,0.0602902655947639,0.463590032471924,0.000180646646724568,4.8566943797183e-05,3.36195349478475e-05,0.0300127629189674,0.0249140937388988,0.0384007552898679,0,0.00419148876951695,0,0.0165062323102194,0.00325753656244788,0,0.985091836084515,0,0.0156163472453972,0.00119672476201535
"21",1991.04150791646,0.0149547921189871,0.0756329514139623,0.0700345629658781,0.360791349091558,4.04528558692764e-05,5.160990808335e-05,8.54739932811404e-05,0.0132310915433052,0.0301166252532403,0.0467300121229943,0,0.00421823286407405,0,0.00615789395564292,0.00331030239780364,0,0.77804984841084,0,0.0101931275122339,0.00113296583296485
"22",1990.84509616968,0.0113336667144008,0.0783319292704987,0.065984400941602,0.378522019840899,0.0001114584015679,4.73935443741063e-05,0.000164230467419138,0.0253733847129424,0.0286307339649412,0.0393737841792354,0,0.00252036398532929,0,0.0133503842673046,0.00219476007529929,0,0.978690655192928,0,0.00894302701213543,0.00151796462205617
"23",1991.19166602542,0.0127810603081946,0.0799025109693451,0.0526094536034376,0.447598081816081,0.000127863044675181,0.00014780137166877,2.87166777297785e-05,0.027959076058572,0.0271773191728652,0.0338514912786987,0,0.00376322495506845,0,0.0104405772263581,0.00147242250447383,0,0.947825386736429,0,0.0090477432081318,0.00115809682215829
"24",1990.66524729867,0.0139628490692588,0.0839448953547801,0.0598997481274785,0.388888045210532,0.000127575781485256,0.000106835876031992,7.2977137625828e-05,0.0173506608342132,0.024723965702714,0.0498524571898456,0,0.00334038324268632,0,0.0174576922264521,0.00347114024998182,0,1.15018911103674,0,0.0156836400444862,0.00121086657895261
